Discipline,Course_Name,Instructor_Name,Institute_Name,Course_URL
Textile Engineering,Natural Dyes,Dr. Padma S Vankar,IIT Kanpur,https://nptel.ac.in/courses/116104046
Electronics & Communication Engineering,NOC:Microwave Integrated Circuits,Prof. Jayanta Mukherjee,IIT Bombay,https://nptel.ac.in/courses/117101119
Electronics & Communication Engineering,NOC:Design Of Power Electronic Converters,Prof. Shabari Nath,IIT Guwahati,https://nptel.ac.in/courses/117103148
Electronics & Communication Engineering,NOC:Operation And Planning Of Power Distribution Systems,Prof. Sanjib Ganguly,IIT Guwahati,https://nptel.ac.in/courses/117103149
Electronics & Communication Engineering,NOC:An Introduction To Information Theory,Prof. Adrish Banerjee,IIT Kanpur,https://nptel.ac.in/courses/117104129
Electronics & Communication Engineering,NOC:Fundamentals Of MIMO Wireless Communication,Prof. Suvra Sekhar Das,IIT Kharagpur,https://nptel.ac.in/courses/117105132
Electronics & Communication Engineering,NOC:Discrete Time Signal Processing,Prof. Mrityunjoy Chakraborty,IIT Kharagpur,https://nptel.ac.in/courses/117105134
Electronics & Communication Engineering,NOC:Spread Spectrum Communications And Jamming,Prof. Debarati Sen,IIT Kharagpur,https://nptel.ac.in/courses/117105136
Electronics & Communication Engineering,NOC:Digital VLSI Testing,Prof. Santanu Chattopadhyay,IIT Kharagpur,https://nptel.ac.in/courses/117105137
Electronics & Communication Engineering,NOC:Communication Networks,Prof. Goutam Das,IIT Kharagpur,https://nptel.ac.in/courses/117105148
Electronics & Communication Engineering,NOC:Signal Processing Techniques And Its Applications,Prof. Shyamal Das Mandal,IIT Kharagpur,https://nptel.ac.in/courses/117105149
Electronics & Communication Engineering,NOC:Circuit Analysis For Analog Designers,Prof. Shanthi Pavan,IIT Madras,https://nptel.ac.in/courses/117106148
Electronics & Communication Engineering,NOC:Design And Analysis Of VLSI Subsystems,Prof. Madhav Rao,IIIT Bangalore,https://nptel.ac.in/courses/117106149
Electronics & Communication Engineering,NOC:Digital Protection Of Power System,Prof. Bhaveshkumar R. Bhalja,IIT Roorkee,https://nptel.ac.in/courses/117107148
Electronics & Communication Engineering,NOC:Physics Of Nanoscale Devices,Prof. Vishvendra Singh Poonia,IIT Roorkee,https://nptel.ac.in/courses/117107149
Electronics & Communication Engineering,NOC:Neural Science For Engineers,Prof. Vikas V,IISc & Nimhans,https://nptel.ac.in/courses/117108148
Electronics & Communication Engineering,NOC:Analog IC Design,Prof. S. Aniruddhan,IIT Madras,https://nptel.ac.in/courses/108106105
Electronics & Communication Engineering,NOC:LDPC And Polar Codes In 5G Standard,Prof. Andrew Thangaraj,IIT Madras,https://nptel.ac.in/courses/108106137
Electronics & Communication Engineering,NOC:Basics Of Software-Defined Radios And Practical Applications,Prof. Meenakshi Rawat,IIT Roorkee,https://nptel.ac.in/courses/108107107
Electronics & Communication Engineering,Nanoelectronics: Devices And Materials,"Dr. Navakanta Bhat, Dr. S.A. Shivashankar, Prof. K.N. Bhat",IISc Bangalore,https://nptel.ac.in/courses/117108047
Electronics & Communication Engineering,Pattern Recognition,Prof. P.S. Sastry,IISc Bangalore,https://nptel.ac.in/courses/117108048
Electronics & Communication Engineering,Information Theory And Coding,Prof. Pavan S Nuggehalli,IISc Bangalore,https://nptel.ac.in/courses/117108097
Electronics & Communication Engineering,Analog Circuits And Systems 1,Prof. K. Radhakrishna Rao,IISc Bangalore,https://nptel.ac.in/courses/117108107
Electronics & Communication Engineering,NOC:Design And Simulation Of DC-DC Converters Using Open Source Tools,Prof. L. Umanand,IISc Bangalore,https://nptel.ac.in/courses/117108124
Electronics & Communication Engineering,NOC:Photonic Integrated Circuits,Prof. T. Srinivas,IISc Bangalore,https://nptel.ac.in/courses/117108142
Electronics & Communication Engineering,NOC:Analog Circuits And Systems,Prof. K Radhakrishna Rao,IITM/ TI/ Freelancer,https://nptel.ac.in/courses/117108486
Electronics & Communication Engineering,Adv. Digital Signal Processing - Multirate And Wavelets,Prof. V.M. Gadre,IIT Bombay,https://nptel.ac.in/courses/117101001
Electronics & Communication Engineering,Advanced Optical Communication,Prof. R.K. Shevgaonkar,IIT Bombay,https://nptel.ac.in/courses/117101002
Electronics & Communication Engineering,Advanced VLSI Design,"Prof. A.N. Chandorkar, Prof. D.K. Sharma, Prof. Sachin Patkar, Prof. Virendra Singh",IIT Bombay,https://nptel.ac.in/courses/117101004
Electronics & Communication Engineering,Broadband Networks: Concepts And Technology,Prof. Abhay Karandikar,IIT Bombay,https://nptel.ac.in/courses/117101050
Electronics & Communication Engineering,Digital Communication,Prof. Bikash Kumar Dey,IIT Bombay,https://nptel.ac.in/courses/117101051
Electronics & Communication Engineering,Information Theory And Coding,Prof. S.N. Merchant,IIT Bombay,https://nptel.ac.in/courses/117101053
Electronics & Communication Engineering,Optical Communication,"Prof. D.K. Ghosh, Prof. R.K. Shevgaonkar",IIT Bombay,https://nptel.ac.in/courses/117101054
Electronics & Communication Engineering,Signals And Systems,Prof. V.M. Gadre,IIT Bombay,https://nptel.ac.in/courses/117101055
Electronics & Communication Engineering,Transmission Lines And EM Waves,Prof. R.K. Shevgaonkar,IIT Bombay,https://nptel.ac.in/courses/117101056
Electronics & Communication Engineering,Transmission Lines And EM Waves,Prof. R.K. Shevgaonkar,IIT Bombay,https://nptel.ac.in/courses/117101057
Electronics & Communication Engineering,VLSI Design,Prof. A.N. Chandorkar,IIT Bombay,https://nptel.ac.in/courses/117101058
Electronics & Communication Engineering,CMOS Analog VLSI Design,Prof. A.N. Chandorkar,IIT Bombay,https://nptel.ac.in/courses/117101105
Electronics & Communication Engineering,Analog Circuits,Prof. A.N. Chandorkar,IIT Bombay,https://nptel.ac.in/courses/117101106
Electronics & Communication Engineering,NOC:Foundations Of Wavelets And Multirate Digital Signal Processing,Prof. V.M. Gadre,IIT Bombay,https://nptel.ac.in/courses/117101123
Electronics & Communication Engineering,RF Integrated Circuits,Dr. Shouribrata Chatterjee,IIT Delhi,https://nptel.ac.in/courses/117102012
Electronics & Communication Engineering,Communication Engineering,Prof. Surendra Prasad,IIT Delhi,https://nptel.ac.in/courses/117102059
Electronics & Communication Engineering,Digital Signal Processing,Prof. S.C. Dutta Roy,IIT Delhi,https://nptel.ac.in/courses/117102060
Electronics & Communication Engineering,Semiconductor Devices,Dr. G.S. Visweswaran,IIT Delhi,https://nptel.ac.in/courses/117102061
Electronics & Communication Engineering,Wireless Communication,Prof. Ranjan Bose,IIT Delhi,https://nptel.ac.in/courses/117102062
Electronics & Communication Engineering,Queuing Systems,Prof. S.K. Bose,IIT Guwahati,https://nptel.ac.in/courses/117103017
Electronics & Communication Engineering,Signal Detection And Estimation Theory,Dr. R. Sinha,IIT Guwahati,https://nptel.ac.in/courses/117103018
Electronics & Communication Engineering,Basic Electronics,Prof. Chitralekha Mahanta,IIT Guwahati,https://nptel.ac.in/courses/117103063
Electronics & Communication Engineering,Digital Circuits,"Prof. Anil Mahanta, Prof. Roy Paily Palanthinkal",IIT Guwahati,https://nptel.ac.in/courses/117103064
Electronics & Communication Engineering,Electromagnetic Fields,Dr. Ratnajit Bhattacharjee,IIT Guwahati,https://nptel.ac.in/courses/117103065
Electronics & Communication Engineering,IC Technology,"Prof. Indrajit Chakraborty, Prof. Roy Paily Palanthinkal",IIT Guwahati,https://nptel.ac.in/courses/117103066
Electronics & Communication Engineering,Probability And Random Processes,Prof. Prabin K Bora,IIT Guwahati,https://nptel.ac.in/courses/117103067
Electronics & Communication Engineering,NOC:VLSI Design Verification And Test,"Dr. Santosh Biswas, Prof.Arnab Sarkar, Prof.Jatindra Kumar Deka",IIT Guwahati,https://nptel.ac.in/courses/117103125
Electronics & Communication Engineering,Digital Video Signal Processing,Prof. Sumana Gupta,IIT Kanpur,https://nptel.ac.in/courses/117104020
Electronics & Communication Engineering,Semiconductor Optical Communication Components And Devices,Dr. Utpal Das,IIT Kanpur,https://nptel.ac.in/courses/117104022
Electronics & Communication Engineering,Digital Image Processing,Prof. Sumana Gupta,IIT Kanpur,https://nptel.ac.in/courses/117104069
Electronics & Communication Engineering,Digital Signal Processing,Prof. Govind Sharma,IIT Kanpur,https://nptel.ac.in/courses/117104070
Electronics & Communication Engineering,High Speed Semiconductor Devices,Prof. Anjan Ghosh,IIT Kanpur,https://nptel.ac.in/courses/117104071
Electronics & Communication Engineering,Microcontrollers And Applications,Dr. S.P. Das,IIT Kanpur,https://nptel.ac.in/courses/117104072
Electronics & Communication Engineering,Signals And Systems,Prof. K.S. Venkatesh,IIT Kanpur,https://nptel.ac.in/courses/117104074
Electronics & Communication Engineering,Advanced 3G And 4G Wireless Mobile Communications,Prof. Aditya K. Jagannatham,IIT Kanpur,https://nptel.ac.in/courses/117104099
Electronics & Communication Engineering,Digital Switching,Prof. Yatindra N Singh,IIT Kanpur,https://nptel.ac.in/courses/117104104
Electronics & Communication Engineering,NOC:Probability And Random Variables/ Processes For Wireless Communications,Prof. Aditya K. Jagannatham,IIT Kanpur,https://nptel.ac.in/courses/117104117
Electronics & Communication Engineering,NOC: Principles Of Signal Estimation For MIMO/ OFDM Wireless Communication,Prof. Aditya K. Jagannatham,IIT Kanpur,https://nptel.ac.in/courses/117104118
Electronics & Communication Engineering,NOC:Error Control Coding: An Introduction To Convolutional Codes,Prof. Adrish Banerjee,IIT Kanpur,https://nptel.ac.in/courses/117104120
Electronics & Communication Engineering,NOC:Error Control Coding: An Introduction To Linear Block Code,Prof. Adrish Banerjee,IIT Kanpur,https://nptel.ac.in/courses/117104121
Electronics & Communication Engineering,NOC:Bayesian/ MMSE Estimation For Wireless Communications –MIMO/ OFDM Cellular And Sensor Networks,Prof. Aditya Jagannatham,IIT Kanpur,https://nptel.ac.in/courses/117104126
Electronics & Communication Engineering,NOC:Optical Communications,Prof. Pradeep Kumar K,IIT Kanpur,https://nptel.ac.in/courses/117104127
Electronics & Communication Engineering,Adaptive Signal Processing,Prof. Mrityunjoy Chakraborty,IIT Kharagpur,https://nptel.ac.in/courses/117105075
Electronics & Communication Engineering,Communication Networks And Switching,Prof. S.L. Maskara,IIT Kharagpur,https://nptel.ac.in/courses/117105076
Electronics & Communication Engineering,Digital Communication,"Prof. R.V. Rajakumar, Prof. Saswat Chakrabarti",IIT Kharagpur,https://nptel.ac.in/courses/117105077
Electronics & Communication Engineering,Digital Computer Organization,Prof. P.K. Biswas,IIT Kharagpur,https://nptel.ac.in/courses/117105078
Electronics & Communication Engineering,Digital Image Processing,Prof. P.K. Biswas,IIT Kharagpur,https://nptel.ac.in/courses/117105079
Electronics & Communication Engineering,Digital Systems Design,Prof. D. Roychoudhury,IIT Kharagpur,https://nptel.ac.in/courses/117105080
Electronics & Communication Engineering,Digital Voice & Picture Communication,Prof. Somnath Sengupta,IIT Kharagpur,https://nptel.ac.in/courses/117105081
Electronics & Communication Engineering,MEMS And Microsystems,Prof. Santiram Kal,IIT Kharagpur,https://nptel.ac.in/courses/117105082
Electronics & Communication Engineering,Multimedia Processing,Prof. Somnath Sengupta,IIT Kharagpur,https://nptel.ac.in/courses/117105083
Electronics & Communication Engineering,Neural Networks And Applications,Prof. Somnath Sengupta,IIT Kharagpur,https://nptel.ac.in/courses/117105084
Electronics & Communication Engineering,Probability And Random Processes,Prof. Mrityunjoy Chakraborty,IIT Kharagpur,https://nptel.ac.in/courses/117105085
Electronics & Communication Engineering,NOC:Basic Tools Of Microwave Engineering,Prof. Amitabha Bhattacharya,IIT Kharagpur,https://nptel.ac.in/courses/117105122
Electronics & Communication Engineering,NOC:Basic Building Blocks Of Microwave Engineering,Prof. Amitabha Bhattacharya,IIT Kharagpur,https://nptel.ac.in/courses/117105130
Electronics & Communication Engineering,NOC:Satellite Communication Systems,Prof. Kalyan Kumar Bandyopadhyay,IIT Kharagpur,https://nptel.ac.in/courses/117105131
Electronics & Communication Engineering,NOC:Audio System Engineering,Prof. S. Dasmandal,IIT Kharagpur,https://nptel.ac.in/courses/117105133
Electronics & Communication Engineering,NOC:Design Principles Of RF And Microwave Filters And Amplifiers,Prof. Amitava Bhattacharya,IIT Kharagpur,https://nptel.ac.in/courses/117105138
Electronics & Communication Engineering,NOC:Millimeter Wave Technology,Prof. Mrinal Kanti Mandal,IIT Kharagpur,https://nptel.ac.in/courses/117105139
Electronics & Communication Engineering,NOC:Analog Circuits And Systems Through SPICE Simulation,Prof. Mrigank Sharad,IIT Kharagpur,https://nptel.ac.in/courses/117105147
Electronics & Communication Engineering,Analog IC Design,Dr. Nagendra Krishnapura,IIT Madras,https://nptel.ac.in/courses/117106030
Electronics & Communication Engineering,Coding Theory,Dr. Andrew Thangaraj,IIT Madras,https://nptel.ac.in/courses/117106031
Electronics & Communication Engineering,Semiconductor Device Modeling,Prof. S. Karmalkar,IIT Madras,https://nptel.ac.in/courses/117106033
Electronics & Communication Engineering,VLSI Data Conversion Circuits,Dr. Shanthi Pavan,IIT Madras,https://nptel.ac.in/courses/117106034
Electronics & Communication Engineering,Digital Circuits And Systems,Prof. S. Srinivasan,IIT Madras,https://nptel.ac.in/courses/117106086
Electronics & Communication Engineering,Electronics For Analog Signal Processing - I,Prof. K. Radhakrishna Rao,IIT Madras,https://nptel.ac.in/courses/117106087
Electronics & Communication Engineering,Electronics For Analog Signal Processing - II,Prof. K. Radhakrishna Rao,IIT Madras,https://nptel.ac.in/courses/117106088
Electronics & Communication Engineering,High Speed Devices And Circuits,Prof. K.N. Bhat,IIT Madras,https://nptel.ac.in/courses/117106089
Electronics & Communication Engineering,Principles Of Communication,Prof. V. Venkat Rao,IIT Madras,https://nptel.ac.in/courses/117106090
Electronics & Communication Engineering,NOC:Solid State Devices,Prof. S. Karmalkar,IIT Madras,https://nptel.ac.in/courses/117106091
Electronics & Communication Engineering,VLSI Circuits,Prof. S. Srinivasan,IIT Madras,https://nptel.ac.in/courses/117106092
Electronics & Communication Engineering,NOC:VLSI Technology,Prof. Prof. Nandita Dasgupta,IIT Madras,https://nptel.ac.in/courses/117106093
Electronics & Communication Engineering,Pattern Recognition,Dr. K.Vijayarekha,IIT Madras,https://nptel.ac.in/courses/117106100
Electronics & Communication Engineering,Advanced Logic Synthesis,Dhiraj Taneja,IIT Madras,https://nptel.ac.in/courses/117106109
Electronics & Communication Engineering,ARM Based Development,S.Chandramouleeswaran,IIT Madras,https://nptel.ac.in/courses/117106111
Electronics & Communication Engineering,Embedded Software Testing,MADHUKESHWARA H M,IIT Madras,https://nptel.ac.in/courses/117106112
Electronics & Communication Engineering,Linux Programming & Scripting,Anand Iyer,IIT Madras,https://nptel.ac.in/courses/117106113
Electronics & Communication Engineering,NOC:Digital Circuits And Systems,Prof. Shankar Balachandran,IIT Madras,https://nptel.ac.in/courses/117106114
Electronics & Communication Engineering,NOC:Networks And Systems(Course Sponsored By Aricent),"Prof. Andrew Thangaraj, Prof. C. S. Ramalingam",IIT Madras,https://nptel.ac.in/courses/117106116
Electronics & Communication Engineering,Advanced Antenna Theory,Dr. Amalendu Patnaik,IIT Roorkee,https://nptel.ac.in/courses/117107035
Electronics & Communication Engineering,Analog Circuits,Dr. Pramod Agarwal,IIT Roorkee,https://nptel.ac.in/courses/117107094
Electronics & Communication Engineering,Basic Electronics,Dr. Pramod Agarwal,IIT Roorkee,https://nptel.ac.in/courses/117107095
Electronics & Communication Engineering,Biophotonics,Prof. Manoj Varma,IISc Bangalore,https://nptel.ac.in/courses/117108037
Electronics & Communication Engineering,Circuits For Analog System Design,Prof. M.K. Gunasekaran,IISc Bangalore,https://nptel.ac.in/courses/117108038
Electronics & Communication Engineering,Digital System Design With PLDs And FPGAs,Prof. Kuruvilla Varghese,IISc Bangalore,https://nptel.ac.in/courses/117108040
Electronics & Communication Engineering,Error Correcting Codes,Prof. P. Vijay Kumar,IISc Bangalore,https://nptel.ac.in/courses/117108044
Electronics & Communication Engineering,NOC:Fundamentals Of Micro And Nanofabrication,"Prof. Shankar Selvaraja, Prof. Sushobhan Avasthi",IISc Bangalore,https://nptel.ac.in/courses/102108078
Nanotechnology,"Nano Structured Materials-Synthesis, Properties, Self Assembly And Applications",Prof. A.K. Ganguli,IIT Delhi,https://nptel.ac.in/courses/118102003
Nanotechnology,Nanostructures And Nanomaterials: Characterization And Properties,"Dr. Anandh Subramaniam, Dr. Kantesh Balani",IIT Kanpur,https://nptel.ac.in/courses/118104008
Nanotechnology,Nanobiotechnology,Dr. K. Uma Maheswari,IIT Madras,https://nptel.ac.in/courses/118106019
Nanotechnology,Nanophotonics,Dr. R. Ganapathy,IIT Madras,https://nptel.ac.in/courses/118106021
Nanotechnology,Nanobiotechnology,"Dr. Naveen Kr. Navani, Dr. R. P. Singh",IIT Roorkee,https://nptel.ac.in/courses/118107015
Atmospheric Science,Physics Of Atmosphere And Ocean,Dr. Om P Sharma,IIT Delhi,https://nptel.ac.in/courses/119102007
Atmospheric Science,Introduction To Atmospheric Science,Prof. C. Balaji,IIT Madras,https://nptel.ac.in/courses/119106008
Atmospheric Science,Radiation Heat Transfer,Prof. J. Srinivasan,IISc Bangalore,https://nptel.ac.in/courses/119108004
Atmospheric Science,The Monsoon And Its Variability,Sulochana Gadgil,IISc Bangalore,https://nptel.ac.in/courses/119108006
Environmental Science,NOC:Environmental Geosciences,Prof. Prasoon Kumar Singh,IIT-ISM Dhanbad,https://nptel.ac.in/courses/120105559
Environmental Science,NOC:Climate Change Science,Prof. J.Srinivasan,IISc Bangalore,https://nptel.ac.in/courses/120108558
Environmental Science,Aquatic Biodiversity And Environmental Pollution,Dr. D.S. Durgappa,IISc Bangalore,https://nptel.ac.in/courses/120108002
Environmental Science,Environment Management,Prof. T.V. Ramachandra,IISc Bangalore,https://nptel.ac.in/courses/120108004
Environmental Science,Municipal Solid Waste Management,Prof. T.V. Ramachandra,IISc Bangalore,https://nptel.ac.in/courses/120108005
General,NOC:Introduction To Japanese Language And Culture,Prof. Vatsala Misra,IIT Kanpur,https://nptel.ac.in/courses/121104005
General,NOC:Outcome Based Pedagogic Principles For Effective Teaching,Prof. Shyamal Kumar Das Mandal,IIT Kharagpur,https://nptel.ac.in/courses/121105010
General,NOC:Effective Engineering Teaching In Practice,Prof. G.K. Suraishkumar,IIT Madras,https://nptel.ac.in/courses/121106012
General,NOC:Non-Conventional Energy Resources,Prof. Prathap Haridoss,IIT Madras,https://nptel.ac.in/courses/121106014
General,"Astronomy In Ancient, Medieval And Early Telescopic Era Of India",Prof. Amitabha Ghosh,IIT Kanpur,https://nptel.ac.in/courses/121104006
General,Ayurvedic Inheritance Of India,Dr M. S. Valiathan,IIT Madras,https://nptel.ac.in/courses/121106003
General,NOC:Biology For Engineers And Other Non-Biologists,"Dr. Madhulika Dixit, Prof. G.K. Suraishkumar",IIT Madras,https://nptel.ac.in/courses/121106008
General,NOC:Digital And The Everyday: From Codes To Cloud,"Prof. Amit Prakash, Prof. Bidisha Chaudhuri",IIIT Bangalore,https://nptel.ac.in/courses/121106011
General,NOC:Virtual Reality Engineering,Prof. M Manivannan,IIT Madras,https://nptel.ac.in/courses/121106013
General,NOC:Introduction To Remote Sensing,Prof. Arun K. Saraf,IIT Roorkee,https://nptel.ac.in/courses/121107009
Basic Courses-Sem 1 And 2,Engineering Chemistry I,"Prof. B.L. Tembe, Prof. K. Mangala Sunder",IIT Bombay,https://nptel.ac.in/courses/122101001
Basic Courses-Sem 1 And 2,Engineering Physics II,Prof. D.K. Ghosh,IIT Bombay,https://nptel.ac.in/courses/122101002
Basic Courses-Sem 1 And 2,Mathematics I,Prof. Inder K Rana,IIT Bombay,https://nptel.ac.in/courses/122101003
Basic Courses-Sem 1 And 2,Applied Mechanics,"Prof. R.K. Mittal, Prof. Sanjeev Sanghi",IIT Delhi,https://nptel.ac.in/courses/122102004
Basic Courses-Sem 1 And 2,Environment And Ecology,"Prof. Anuradha Sharma, Prof. V.B. Upadhyay",IIT Delhi,https://nptel.ac.in/courses/122102006
Basic Courses-Sem 1 And 2,Management Science I,Prof. Anuradha Sharma,IIT Delhi,https://nptel.ac.in/courses/122102007
Basic Courses-Sem 1 And 2,Materials Science,Prof. S.K. Gupta,IIT Delhi,https://nptel.ac.in/courses/122102008
Basic Courses-Sem 1 And 2,Numerical Methods And Computation,Prof. S. R. K. Iyengar,IIT Delhi,https://nptel.ac.in/courses/122102009
Basic Courses-Sem 1 And 2,Engineering Physics I (Experiment),"Prof. Alika Khare , Prof. Pratima Agarwal, Prof. S. Ravi",IIT Guwahati,https://nptel.ac.in/courses/122103010
Basic Courses-Sem 1 And 2,Engineering Physics I (Theory),"Prof. Alika Khare , Prof. Pratima Agarwal, Prof. S. Ravi",IIT Guwahati,https://nptel.ac.in/courses/122103011
Basic Courses-Sem 1 And 2,Mathematics III,"Dr. M. Guru Prem Prasad, Prof. Durga C Dalal",IIT Guwahati,https://nptel.ac.in/courses/122103012
Basic Courses-Sem 1 And 2,Basic Biology,Dr. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/122103039
Basic Courses-Sem 1 And 2,Basic Electronics,"Prof. Joseph John, Prof. Yatindra N Singh",IIT Kanpur,https://nptel.ac.in/courses/122104013
Basic Courses-Sem 1 And 2,Engineering Mechanics,Prof. Manoj K Harbola,IIT Kanpur,https://nptel.ac.in/courses/122104014
Basic Courses-Sem 1 And 2,Engineering Mechanics,Prof. Manoj K Harbola,IIT Kanpur,https://nptel.ac.in/courses/122104015
Basic Courses-Sem 1 And 2,Engineering Physics II,"Prof. S. Raychaudhuri, Prof. V. Ravishankar",IIT Kanpur,https://nptel.ac.in/courses/122104016
Basic Courses-Sem 1 And 2,Mathematics I,"Dr. P. Shunmugaraj, Prof. Shobha Madan, Prof. Swagato K. Ray",IIT Kanpur,https://nptel.ac.in/courses/122104017
Basic Courses-Sem 1 And 2,Mathematics II,"Prof. A.K. Lal, Prof. G. Santhanam, Prof. P. Chandra, Prof. V. Raghavendra",IIT Kanpur,https://nptel.ac.in/courses/122104018
Basic Courses-Sem 1 And 2,Numerical Analysis In Computer Programming,"Prof. M.K. Kadalbajoo, Prof. P.B. Sunil Kumar, Prof. Rathish Kumar, Prof. V. Raghavendra",IIT Kanpur,https://nptel.ac.in/courses/122104019
Basic Courses-Sem 1 And 2,Human Resource Management-I,Prof. Kalyan Chakravarti,IIT Kharagpur,https://nptel.ac.in/courses/122105020
Basic Courses-Sem 1 And 2,NOC:Leadership,"Prof. Kalyan Chakravarti, Prof. Tuheena Mukherjee",IIT Kharagpur,https://nptel.ac.in/courses/122105021
Basic Courses-Sem 1 And 2,Management Information System,Prof. Biswajit Mahanty,IIT Kharagpur,https://nptel.ac.in/courses/122105022
Basic Courses-Sem 1 And 2,Physics I - Oscillations & Waves,Prof. S. Bharadwaj,IIT Kharagpur,https://nptel.ac.in/courses/122105023
Basic Courses-Sem 1 And 2,Strategic Management,Prof. Kalyan Chakravarti,IIT Kharagpur,https://nptel.ac.in/courses/122105024
Basic Courses-Sem 1 And 2,Basic Electronics And Lab,Prof. T.S. Natarajan,IIT Madras,https://nptel.ac.in/courses/122106025
Basic Courses-Sem 1 And 2,Basic Electronics And Lab,Prof. T.S. Natarajan,IIT Madras,https://nptel.ac.in/courses/122106026
Basic Courses-Sem 1 And 2,NOC:Classical Physics,Prof. V. Balakrishnan,IIT Madras,https://nptel.ac.in/courses/122106027
Basic Courses-Sem 1 And 2,Engineering Chemistry I,Prof. K. Mangala Sunder,IIT Madras,https://nptel.ac.in/courses/122106028
Basic Courses-Sem 1 And 2,Engineering Chemistry III,"Prof. K.M. Muraleedharan, Prof. N. Narasimha Murthy, Prof. S. Sankararaman, Prof. Santosh J Gharpure",IIT Madras,https://nptel.ac.in/courses/122106029
Basic Courses-Sem 1 And 2,Environmental Chemistry And Analysis,Prof. M.S. Subramanian,IIT Madras,https://nptel.ac.in/courses/122106030
Basic Courses-Sem 1 And 2,Management Science I,Prof. M. Thenmozhi,IIT Madras,https://nptel.ac.in/courses/122106031
Basic Courses-Sem 1 And 2,Management Science II,Prof. R. Madhumathi,IIT Madras,https://nptel.ac.in/courses/122106032
Basic Courses-Sem 1 And 2,NOC:Numerical Methods And Programing,Prof. P. B. Sunil Kumar,IIT Madras,https://nptel.ac.in/courses/122106033
Basic Courses-Sem 1 And 2,NOC:Quantum Physics,Prof. V. Balakrishnan,IIT Madras,https://nptel.ac.in/courses/122106034
Basic Courses-Sem 1 And 2,Engineering Physics I,"Prof. M. K. Srivastava , Prof. B. K. Patra, Prof. G.D. Verma, Prof. Rajdeep Chatterjee",IIT Roorkee,https://nptel.ac.in/courses/122107035
Basic Courses-Sem 1 And 2,Mathematics II,"Dr. Sunita Gakkhar, Dr. Tanuja Srivastava, Prof. H.G. Sharma",IIT Roorkee,https://nptel.ac.in/courses/122107036
Basic Courses-Sem 1 And 2,Mathematics III,"Dr. Tanuja Srivastava, Prof. P.N. Agrawal",IIT Roorkee,https://nptel.ac.in/courses/122107037
Basic Courses-Sem 1 And 2,Concept Of Management And Evolution Of Management Thought,Prof. K.B. Akhilesh,IISc Bangalore,https://nptel.ac.in/courses/122108038
Mining Engineering,NOC:Drilling And Blasting Technology,Prof. Kaushik Dey,IIT Kharagpur,https://nptel.ac.in/courses/123105003
Mining Engineering,NOC:Network Analysis For Mines And Mineral Engineering,Prof. Kaushik Dey,IIT Kharagpur,https://nptel.ac.in/courses/123105004
Mining Engineering,NOC:Mining Machinery,Prof. Khanindra Pathak,IIT Kharagpur,https://nptel.ac.in/courses/123105005
Mining Engineering,NOC:Mine Automation And Data Analytics,Prof. Radhakanta Koner,IIT-ISM Dhanbad,https://nptel.ac.in/courses/123105442
Mining Engineering,NOC:Mineral Economics And Business,"Prof. Bibhuti Bhusan Mandal, Prof. Shantanu Kumar Patel",IIT Kharagpur,https://nptel.ac.in/courses/123105637
Mining Engineering,NOC:Mechanical And Electrical Systems Of Mining Machines,"Prof. Aurobinda Routray, Prof.Sunita Mishra",IIT Kharagpur,https://nptel.ac.in/courses/123105923
Mining Engineering,Fundamentals Of Environmental Pollution And Control,Prof. J. Bhattacharyya,IIT Kharagpur,https://nptel.ac.in/courses/123105001
Mining Engineering,NOC:Underground Mining Of Metalliferous Deposits,"Prof. Bibhuti Bhusan Mandal, Prof. Kaushik Dey",IIT Kharagpur,https://nptel.ac.in/courses/123105006
Mining Engineering,NOC:Surface Mining Technology,Prof. Kaushik Dey,IIT Kharagpur,https://nptel.ac.in/courses/123105007
Mining Engineering,An Introduction To Underground Mine Environment And Ventilation,Dr. Harsha Vardhan,IIT Madras,https://nptel.ac.in/courses/123106002
Architecture,NOC:Urban Services Planning,Prof. Debapratim Pandit,IIT Kharagpur,https://nptel.ac.in/courses/124105163
Architecture,NOC:Building Energy Systems And Auditing,Prof. Shankha Pratim Bhattacharya,IIT Kharagpur,https://nptel.ac.in/courses/124105552
Architecture,NOC:Urban Informatics,Prof. Debapratim Pandit,IIT Kharagpur,https://nptel.ac.in/courses/124105811
Architecture,NOC:Measures Of Green Urbanism,Prof. Ankhi Banerjee,IIT Kharagpur,https://nptel.ac.in/courses/124105812
Architecture,NOC:Introduction To History Of Architecture In India,Prof. Pushkar Sohoni,IISER Pune,https://nptel.ac.in/courses/124106009
Architecture,NOC:Strategies For Sustainable Design,Prof. Shiva Ji,IIT Hyderabad,https://nptel.ac.in/courses/124106157
Architecture,NOC:Bioclimatic Architecture: Futureproofing With Simple And Advanced Passive Strategies,Prof. Iyer Vijayalaxmi Kasinath,School Of Planning And Architecture,https://nptel.ac.in/courses/124106551
Architecture,NOC:Circular Economy For Sustainable Buildings,Prof. Iyer Vijayalaxmi Kasinath,"School Of Planning And Architecture, Vijayawada",https://nptel.ac.in/courses/124106813
Architecture,NOC:Architectural Thesis,Prof. Vishal Chettry,IIT (BHU) Varanasi,https://nptel.ac.in/courses/124106814
