Discipline,Course_Name,Instructor_Name,Institute_Name,Course_URL
Aerospace Engineering,NOC:Introduction To Launch Vehicle Analysis And Design,Prof. Ashok Joshi,IIT Bombay,https://nptel.ac.in/courses/101101086
Aerospace Engineering,NOC:Lighter Than Air Systems,Prof. Rajkumar Pant,IIT Bombay,https://nptel.ac.in/courses/101101087
Aerospace Engineering,NOC:Air Transportation: An Overview,Prof. Rajkumar Sureshchandra Pant,IIT Bombay,https://nptel.ac.in/courses/101101805
Aerospace Engineering,NOC:Engineering Thermodynamics,Prof. D.P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104063
Aerospace Engineering,NOC:Introduction To Ancient Indian Technology,Prof. D.P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104065
Aerospace Engineering,NOC:Introduction To Experiments In Flight,Prof. A.K.Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104066
Aerospace Engineering,NOC:Engineering Thermodynamics,Prof. Jayant K. Singh,IIT Kanpur,https://nptel.ac.in/courses/101104067
Aerospace Engineering,NOC:Aircraft Design,Prof. A.K.Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104069
Aerospace Engineering,NOC:Computational Science In Engineering,Prof. Ashok De,IIT Kanpur,https://nptel.ac.in/courses/101104086
Aerospace Engineering,NOC:Introduction To Aircraft Control System,Prof. Dipak Kumar Giri,IIT Kanpur,https://nptel.ac.in/courses/101104330
Aerospace Engineering,NOC:Advanced Aircraft Control Systems With MATLAB/SIMULINK,"Prof. Dipak Kumar Giri, Prof. Prabhjeet Singh",IIT Kanpur,https://nptel.ac.in/courses/101104545
Aerospace Engineering,NOC:Wind Energy,Prof. Ashoke De,IIT Kanpur,https://nptel.ac.in/courses/101104546
Aerospace Engineering,NOC:Computational Gas Dynamics,"Prof. Niranjan Sahoo, Prof. Rajesh Ranjan",IIT Kanpur IIT Guwahati,https://nptel.ac.in/courses/101104806
Aerospace Engineering,NOC:Aeromechanics Of Unmanned Aerial Vehicles / Drones,Prof.Abhishek,IIT Kanpur,https://nptel.ac.in/courses/101104807
Aerospace Engineering,NOC:Fluid Mechanics,Prof. Sanjay Mittal,IIT Kanpur,https://nptel.ac.in/courses/101104808
Aerospace Engineering,NOC:Fundamentals Of Theoretical And Experimental Aerodynamics,Prof. Arnab Roy,IIT Kharagpur,https://nptel.ac.in/courses/101105088
Aerospace Engineering,NOC:Aeroengine Gas Turbine Cycles,Prof. Chetankumar Sureshbhai Mistry,IIT Kharagpur,https://nptel.ac.in/courses/101105091
Aerospace Engineering,NOC:Combustion Of Solid Fuels And Propellants,Prof. Srinibas Karmakar,IIT Kharagpur,https://nptel.ac.in/courses/101105331
Aerospace Engineering,NOC:Aerospace Structural Analysis,Prof. Mira Mitra,IIT Kharagpur,https://nptel.ac.in/courses/101105332
Aerospace Engineering,NOC:Fundamentals Of Supersonic And Hypersonic Flow,Prof. Arnab Roy,IIT Kharagpur,https://nptel.ac.in/courses/101105333
Aerospace Engineering,NOC:Gasdynamics: Fundamentals And Applications,Prof. Srisha Rao M V,IISc Bangalore,https://nptel.ac.in/courses/101108086
Aerospace Engineering,Introduction To Aerospace Propulsion,"Prof. A M Pradeep , Prof. Bhaskar Roy",IIT Bombay,https://nptel.ac.in/courses/101101001
Aerospace Engineering,Jet Aircraft Propulsion,"Prof. A M Pradeep , Prof. Bhaskar Roy",IIT Bombay,https://nptel.ac.in/courses/101101002
Aerospace Engineering,Turbomachinery Aerodynamics,"Prof. A M Pradeep , Prof. Bhaskar Roy",IIT Bombay,https://nptel.ac.in/courses/101101058
Aerospace Engineering,NOC:Introduction To Aerospace Engineering,Prof. Rajkumar S. Pant,IIT Bombay,https://nptel.ac.in/courses/101101079
Aerospace Engineering,NOC:Introduction To Aircraft Design,Prof. Rajkumar S. Pant,IIT Bombay,https://nptel.ac.in/courses/101101083
Aerospace Engineering,NOC:Elements Of Mechanical Vibration,Prof. Ashish K Darpe,IIT Delhi,https://nptel.ac.in/courses/101102090
Aerospace Engineering,Hypersonic Aerodynamics,"Dr. N. Sahoo, Dr. Vinayak Kulkarni",IIT Guwahati,https://nptel.ac.in/courses/101103003
Aerospace Engineering,Principles Of Fluid Dynamics,"Dr. N. Sahoo, Dr. Vinayak Kulkarni",IIT Guwahati,https://nptel.ac.in/courses/101103004
Aerospace Engineering,Aero Elasticity,Prof. C. Venkatesan,IIT Kanpur,https://nptel.ac.in/courses/101104005
Aerospace Engineering,"Aircraft Performance, Stability And Control With Experiments In Flight","Dr. A.K. Ghosh, Dr. Deepu Philip, Mr.Yogendra Singh",IIT Kanpur,https://nptel.ac.in/courses/101104007
Aerospace Engineering,Composite Materials And Structures,Dr. P.M. Mohite,IIT Kanpur,https://nptel.ac.in/courses/101104010
Aerospace Engineering,Foundation Of Scientific Computing,Prof. Tapan K. Sengupta,IIT Kanpur,https://nptel.ac.in/courses/101104013
Aerospace Engineering,Fundamentals Of Combustion,Dr. D.P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104014
Aerospace Engineering,Instability And Transition Of Fluid Flows,Prof. Tapan K. Sengupta,IIT Kanpur,https://nptel.ac.in/courses/101104015
Aerospace Engineering,Introduction To Helicopter Aerodynamics And Dynamics,"Prof. A.R. Manjunath, Prof. C. Venkatesan",IIT Kanpur,https://nptel.ac.in/courses/101104017
Aerospace Engineering,NOC:Introduction To Propulsion,Prof. D. P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104018
Aerospace Engineering,Jet And Rocket Propulsion,Dr. A. Kushari,IIT Kanpur,https://nptel.ac.in/courses/101104019
Aerospace Engineering,NOC:Introduction To Airplane Performance,Prof. A K Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104061
Aerospace Engineering,NOC:Aircraft Stability And Control,Prof. A K Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104062
Aerospace Engineering,NOC:Aircraft Dynamic Stability & Design Stability Augmentation System,Prof. A. K. Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104064
Aerospace Engineering,NOC:Fundamentals Of Combustion - I,Prof . D. P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104070
Aerospace Engineering,NOC:Aircraft Maintenance,Dr. A.K. Ghosh,IIT Kanpur,https://nptel.ac.in/courses/101104071
Aerospace Engineering,NOC:Fundamentals Of Combustion (Part 2),Prof. D. P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104072
Aerospace Engineering,NOC:Design Of Fixed Wing Unmanned Aerial Vehicles,Prof. Saderla Subrahmanyam,IIT Kanpur,https://nptel.ac.in/courses/101104073
Aerospace Engineering,NOC:Introduction To Finite Volume Methods I,Prof. Ashoke De,IIT Kanpur,https://nptel.ac.in/courses/101104074
Aerospace Engineering,NOC:Advance Aircraft Maintenance,"Dr. A.K. Ghosh, Mr. V. Mathur",IIT Kanpur,https://nptel.ac.in/courses/101104075
Aerospace Engineering,NOC:Introduction To Finite Volume Methods II,Prof. Ashoke De,IIT Kanpur,https://nptel.ac.in/courses/101104076
Aerospace Engineering,NOC:Introduction To Rocket Propulsion,Prof. D. P. Mishra,IIT Kanpur,https://nptel.ac.in/courses/101104078
Aerospace Engineering,NOC:UAV Design - Part II,Prof. Saderla Subrahmanyam,IIT Kanpur,https://nptel.ac.in/courses/101104083
Aerospace Engineering,NOC:Introduction To Airbreathing Propulsion,Prof. Ashoke De,IIT Kanpur,https://nptel.ac.in/courses/101104084
Aerospace Engineering,NOC:Applied Computational Fluid Dynamics,Prof. Rajesh Ranjan,IIT Kanpur,https://nptel.ac.in/courses/101104450
Aerospace Engineering,NOC:Space Environment And Its Effects On Orbital Spacecrafts,Prof. Soumyabrata Chakrabarty,IIT Kanpur,https://nptel.ac.in/courses/101104796
Aerospace Engineering,Aircraft Structural Dynamics,"Dr. Anup Ghosh, Dr. D.K. Maiti",IIT Kharagpur,https://nptel.ac.in/courses/101105022
Aerospace Engineering,High Speed Aero Dynamics,Dr. K.P. Sinhamahapatra,IIT Kharagpur,https://nptel.ac.in/courses/101105023
Aerospace Engineering,High Speed Aero Dynamics,Dr. K.P. Sinhamahapatra,IIT Kharagpur,https://nptel.ac.in/courses/101105024
Aerospace Engineering,Space Flight Mechanics,Dr. Manoranjan Sinha,IIT Kharagpur,https://nptel.ac.in/courses/101105029
Aerospace Engineering,Space Flight Mechanics,Dr. Manoranjan Sinha,IIT Kharagpur,https://nptel.ac.in/courses/101105030
Aerospace Engineering,Introduction To Aerodynamics,Dr. K.P. Sinhamahapatra,IIT Kharagpur,https://nptel.ac.in/courses/101105059
Aerospace Engineering,NOC:Satellite Attitude Dynamics And Control,Prof. Manoranjan Sinha,IIT Kharagpur,https://nptel.ac.in/courses/101105077
Aerospace Engineering,NOC:Vibration And Structural Dynamics,Prof. Mira Mitra,IIT Kharagpur,https://nptel.ac.in/courses/101105081
Aerospace Engineering,NOC:Space Flight Mechanics,Prof. Manoranjan Sinha,IIT Kharagpur,https://nptel.ac.in/courses/101105083
Aerospace Engineering,NOC:Aircraft Structures - I,Prof. Anup Ghosh,IIT Kharagpur,https://nptel.ac.in/courses/101105084
Aerospace Engineering,NOC:Introduction To CFD,Prof. Arnab Roy,IIT Kharagpur,https://nptel.ac.in/courses/101105085
Aerospace Engineering,NOC:Aerodynamic Design Of Axial Flow Compressors & Fans,Prof. Chetankumar Sureshbhai Mistry,IIT Kharagpur,https://nptel.ac.in/courses/101105089
Aerospace Engineering,NOC:Smart Structures,Prof. Mohammed Rabius Sunny,IIT Kharagpur,https://nptel.ac.in/courses/101105090
Aerospace Engineering,NOC:Industrial Aerodynamics,Prof. Sunil Manohar Dash,IIT Kharagpur,https://nptel.ac.in/courses/101105660
Aerospace Engineering,NOC:Mechanics Of Composite Materials And Structures,Prof. Mohammed Rabius Sunny,IIT Kharagpur,https://nptel.ac.in/courses/101105662
Aerospace Engineering,Acoustic Instabilities In Aerospace Propulsion,Prof. R.I. Sujith,IIT Madras,https://nptel.ac.in/courses/101106031
Aerospace Engineering,Aerospace Propulsion,Dr. P.A. Ramakrishna,IIT Madras,https://nptel.ac.in/courses/101106033
Aerospace Engineering,Airplane Design (Aerodynamic),Prof. E.G. Tulapurkara,IIT Madras,https://nptel.ac.in/courses/101106035
Aerospace Engineering,Combustion,Prof. S.R. Chakravarthy,IIT Madras,https://nptel.ac.in/courses/101106037
Aerospace Engineering,Composite Materials,Prof. R. Velmurugan,IIT Madras,https://nptel.ac.in/courses/101106038
Aerospace Engineering,Experimental Gas/Aerodynamics,Prof. Job Kurian,IIT Madras,https://nptel.ac.in/courses/101106040
Aerospace Engineering,Flight Dynamics I - Airplane Performance,Prof. E.G. Tulapurkara,IIT Madras,https://nptel.ac.in/courses/101106041
Aerospace Engineering,Flight Dynamics II (Stability),Dr. Nandan Kumar Sinha,IIT Madras,https://nptel.ac.in/courses/101106042
Aerospace Engineering,Flight Dynamics II - Airplane Stability And Control,Prof. E.G. Tulapurkara,IIT Madras,https://nptel.ac.in/courses/101106043
Aerospace Engineering,Gas Dynamics,Dr. T.M. Muruganandam,IIT Madras,https://nptel.ac.in/courses/101106044
Aerospace Engineering,Introduction To CFD,Prof. M. Ramakrishna,IIT Madras,https://nptel.ac.in/courses/101106045
Aerospace Engineering,Space Technology,"Dr. Amit Kumar, Dr. Nandan Kumar Sinha",IIT Madras,https://nptel.ac.in/courses/101106046
Aerospace Engineering,Introduction To Turbulent Flows And Their Prediction,Prof. E.G. Tulapurkara,IIT Madras,https://nptel.ac.in/courses/101106060
Aerospace Engineering,NOC:Rocket Propulsion,"Prof. K. Ramamurthi, Prof. P.A. Ramakrishna",IIT Madras,https://nptel.ac.in/courses/101106082
Aerospace Engineering,Advanced Control System Design For Aerospace Vehicles,Dr. Radhakant Padhi,IISc Bangalore,https://nptel.ac.in/courses/101108047
Aerospace Engineering,Guidance Of Missiles,Prof. Debasish Ghose,IISc Bangalore,https://nptel.ac.in/courses/101108054
Aerospace Engineering,"Navigation, Guidance, And Control",Prof. Debasish Ghose,IISc Bangalore,https://nptel.ac.in/courses/101108056
Aerospace Engineering,"Optimal Control, Guidance And Estimation",Dr. Radhakant Padhi,IISc Bangalore,https://nptel.ac.in/courses/101108057
Aerospace Engineering,NOC:Combustion In Air Breathing Aero Engines,Prof. Swetaprovo Chaudhuri,IISc Bangalore,https://nptel.ac.in/courses/101108068
Aerospace Engineering,NOC:Drone Systems And Control,Prof. Suresh Sundaram,IISc Bangalore,https://nptel.ac.in/courses/101108661
Biotechnology,NOC:Mass Spectrometry Based Proteomics,Prof. Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101050
Biotechnology,NOC:Introductory Mathematical Methods For Biologists,Prof. Ranjit Padinhateeri,IIT Bombay,https://nptel.ac.in/courses/102101067
Biotechnology,NOC:Bioengineering: An Interface With Biology And Medicine,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101068
Biotechnology,NOC:Interactomics : Basics & Applications,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101082
Biotechnology,NOC:Maternal Infant Young Child Nutrition,Prof. Rupal Dalal,IIT Bombay,https://nptel.ac.in/courses/102101091
Biotechnology,NOC: Maternal Infant Young Child Nutrition (Hindi) मातृ शिशु युवा बाल पोषण,Prof. Rupal Dalal,IIT Bombay,https://nptel.ac.in/courses/102101097
Biotechnology,NOC:Healthcare Entrepreneurship,Prof. Arnab Chanda,IIT Delhi,https://nptel.ac.in/courses/102102817
Biotechnology,NOC:Biointerface Engineering,Prof. Lalit M. Pandey,IIT Guwahati,https://nptel.ac.in/courses/102103086
Biotechnology,NOC:Basics Of Biology,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103091
Biotechnology,NOC:Data Analysis For Biologists,Prof. Biplab Bose,IIT Guwahati,https://nptel.ac.in/courses/102103092
Biotechnology,NOC:Enzyme Sciences And Technology,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103097
Biotechnology,NOC:Molecular Biology,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103341
Biotechnology,NOC:Microbial Biotechnology,Prof. Utpal Bora,IIT Guwahati,https://nptel.ac.in/courses/102103555
Biotechnology,NOC:Bioelectrochemistry,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104062
Biotechnology,NOC:Nanotechnology In Agriculture,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104069
Biotechnology,NOC:Forests And Their Management,Prof. Ankur Awadhiya,IIT Kanpur,https://nptel.ac.in/courses/102104082
Biotechnology,NOC:Conservation Economics,Prof. Ankur Awadhiya,IIT Kanpur,https://nptel.ac.in/courses/102104086
Biotechnology,NOC:Metabolic Engineering,"Prof. Amit Ghosh, Prof. Pinaki Sar",IIT Kharagpur,https://nptel.ac.in/courses/102105086
Biotechnology,NOC:Environmental Chemistry And Microbiology,"Prof. Anjali Pal, Prof. Sudha Goel",IIT Kharagpur,https://nptel.ac.in/courses/102105087
Biotechnology,NOC:Pharmacognosy & Metabolic Engineering,Prof. Adinpunya Mitra,IIT Kharagpur,https://nptel.ac.in/courses/102105342
Biotechnology,NOC:Introduction To Complex Biological Systems,"Prof. Dibyendu Samanta, Prof. Soumya De",IIT Kharagpur,https://nptel.ac.in/courses/102105554
Biotechnology,NOC:Biological Data Analysis And Visualization With R,Prof. Riddhiman Dhar,IIT Kharagpur,https://nptel.ac.in/courses/102105556
Biotechnology,NOC:Biostatistics And Design Of Experiments,Prof. Mukesh Doble,IIT Madras,https://nptel.ac.in/courses/102106051
Biotechnology,NOC:Medical Biomaterials,Prof. Mukesh Doble,IIT Madras,https://nptel.ac.in/courses/102106057
Biotechnology,NOC:BioInformatics:Algorithms And Applications,Prof. Michael Gromiha,IIT Madras,https://nptel.ac.in/courses/102106065
Biotechnology,NOC:Demystifying The Brain,Prof. Srinivas Chakravarthy,IIT Madras,https://nptel.ac.in/courses/102106066
Biotechnology,NOC:Computational Systems Biology,Prof. Karthik Raman,IIT Madras,https://nptel.ac.in/courses/102106068
Biotechnology,NOC:Material And Energy Balances,Prof.Vignesh Muthuvijayan,IIT Madras,https://nptel.ac.in/courses/102106069
Biotechnology,NOC:Thermodynamics For Biological Systems : Classical And Statistical Aspects,"Prof. G.K. Suraishkumar, Prof. Sanjib Senapati",IIT Madras,https://nptel.ac.in/courses/102106082
Biotechnology,NOC:Bioreactor Design And Analysis,Prof. Smita Srivastava,IIT Madras,https://nptel.ac.in/courses/102106086
Biotechnology,NOC:Biochemistry _ IITM,Prof. Subramaniam K,IIT Madras,https://nptel.ac.in/courses/102106087
Biotechnology,NOC:RNA Biology,Prof. Rajesh Ramachandran,IISER Mohali,https://nptel.ac.in/courses/102106097
Biotechnology,NOC:Biomechanics,Prof. Varadhan,IIT Madras,https://nptel.ac.in/courses/102106098
Biotechnology,NOC:Computational Genomics,Prof. Vineet Kumar Sharma,IISER Bhopal,https://nptel.ac.in/courses/102106339
Biotechnology,NOC:Human Physiology,Prof. Nishikant Subhedar,IISER Pune,https://nptel.ac.in/courses/102106340
Biotechnology,NOC:Classics In Neuroscience,Prof.Varadhan SKM,IIT Madras,https://nptel.ac.in/courses/102106345
Biotechnology,NOC:Advanced Fluorescence Microscopy And Image Processing,Prof. Gunjan Mehta,IIT Hyderabad,https://nptel.ac.in/courses/102106553
Biotechnology,NOC:Mass Spectrometry And Its Application In Molecular Medicine,Prof. Amit Kumar Mandal,IISER Kolkata,https://nptel.ac.in/courses/102106818
Biotechnology,NOC:Introduction To Cardiovascular Mechanics,Prof. Anand Mohan,IIT Hyderabad,https://nptel.ac.in/courses/102106819
Biotechnology,"NOC:Polymeric Biomaterials: Structure, Properties, Function And Performance",Prof. Satyavrata Samavedi,IIT Hyderabad,https://nptel.ac.in/courses/102106820
Biotechnology,NOC:Animal Transgenesis: Principles And Methods,Prof. Himanshu Kumar,IISER Bhopal,https://nptel.ac.in/courses/102106821
Biotechnology,NOC:Plant Developmental Biology,Prof. Shri Ram Yadav,IIT Roorkee,https://nptel.ac.in/courses/102107075
Biotechnology,NOC:Structural Biology,Prof. Saugata Hazra,IIT Roorkee,https://nptel.ac.in/courses/102107086
Biotechnology,NOC:Experimental Nanobiotechnology,Prof. P.Gopinath,IIT Roorkee,https://nptel.ac.in/courses/102107557
Biotechnology,NOC:Optical Spectroscopy And Microscopy : Fundamentals Of Optical Measurements And Instrumentation,Prof. Balaji Jayaprakash,IISc Bangalore,https://nptel.ac.in/courses/102108082
Biotechnology,"NOC:Cell Biology: Cellular Organization, Division And Processes",Prof. Shikha Laloraya,IISc Bangalore,https://nptel.ac.in/courses/102108086
Biotechnology,"NOC:Microsensors, Implantable Devices And Rodent Surgeries For Biomedical Applications","Prof. Hardik J. Pandya, Prof. Shabari Girishan K V",RUAS IISc,https://nptel.ac.in/courses/102108344
Biotechnology,NOC:Host-Pathogen Interaction (Immunology),Prof. Himanshu Kumar,IISER Bhopal,https://nptel.ac.in/courses/109106198
Biotechnology,NOC:Cognition And Its Computation,"Prof. Rajlakshmi Guha, Prof. Sharba Bandyopadhyay",IIT Kharagpur,https://nptel.ac.in/courses/108105185
Biotechnology,Biomathematics,Dr. Ranjith Padinhateeri,IIT Bombay,https://nptel.ac.in/courses/102101003
Biotechnology,Proteomics: Principles And Techniques,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101007
Biotechnology,Advanced Clinical Proteomics,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101040
Biotechnology,NOC:Proteins And Gel-Based Proteomics,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101049
Biotechnology,NOC:Interactomics,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101054
Biotechnology,NOC:Introduction To Proteomics,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101055
Biotechnology,NOC:Introduction To Biostatistics,Prof. Shamik Sen,IIT Bombay,https://nptel.ac.in/courses/102101056
Biotechnology,NOC:Introduction To Mechanobiology,Prof. Shamik Sen,IIT Bombay,https://nptel.ac.in/courses/102101058
Biotechnology,NOC:Applications Of Interactomics Using Genomics And Proteomics Technologies,Prof. Sanjeeva Srivastav,IIT Bombay,https://nptel.ac.in/courses/102101072
Biotechnology,NOC:Introduction To Proteogenomics,Prof. Sanjeeva Srivastava,IIT Bombay,https://nptel.ac.in/courses/102101076
Biotechnology,Enzyme Science And Engineering,Prof. Subhash Chand,IIT Delhi,https://nptel.ac.in/courses/102102033
Biotechnology,Cell Biology,Dr. Sanjukta Patra,IIT Guwahati,https://nptel.ac.in/courses/102103012
Biotechnology,Genetic Engineering & Applications,Dr. Utpal Bora,IIT Guwahati,https://nptel.ac.in/courses/102103013
Biotechnology,Microbiology,Dr. Gurvinder Kaur Saini,IIT Guwahati,https://nptel.ac.in/courses/102103015
Biotechnology,Plant Biotechnology,Dr. Rakhi Chaturvedi,IIT Guwahati,https://nptel.ac.in/courses/102103016
Biotechnology,Proteomics And Genomics,Dr. Vikash Kumar Dubey,IIT Guwahati,https://nptel.ac.in/courses/102103017
Biotechnology,Cellular And Molecular Immunology,Dr. Sachin Kumar,IIT Guwahati,https://nptel.ac.in/courses/102103038
Biotechnology,General Virology,Dr. Sachin Kumar,IIT Guwahati,https://nptel.ac.in/courses/102103039
Biotechnology,Gene Therapy,Dr. Sachin Kumar,IIT Guwahati,https://nptel.ac.in/courses/102103041
Biotechnology,Bioanalytical Techniques And Bioinformatics,"Dr. Nitin Chaudhary, Dr. Vishal Trivedi",IIT Guwahati,https://nptel.ac.in/courses/102103044
Biotechnology,Fundamentals Of Biotechnology,Dr. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103045
Biotechnology,Experimental Biotechnology,"Dr. Nitin Chaudhary, Dr. Vishal Trivedi",IIT Guwahati,https://nptel.ac.in/courses/102103047
Biotechnology,NOC:Introduction To Dynamical Models In Biology,Prof. Biplab Bose,IIT Guwahati,https://nptel.ac.in/courses/102103056
Biotechnology,NOC:Genetic Engineering: Theory And Application,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103074
Biotechnology,NOC:Experimental Biotechnology,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103083
Biotechnology,NOC:Genome Editing And Engineering,Prof. Utpal Bora,IIT Guwahati,https://nptel.ac.in/courses/102103093
Biotechnology,NOC:Cell And Molecular Biology,Prof. Vishal Trivedi,IIT Guwahati,https://nptel.ac.in/courses/102103671
Biotechnology,NOC:Fundamentals Of Bioprocess Engineering,Prof. Lalit Pandey,IIT Guwahati,https://nptel.ac.in/courses/102103672
Biotechnology,NOC:Animal Physiology,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104042
Biotechnology,NOC:Bio Electricity,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104043
Biotechnology,NOC:Human Molecular Genetics,Prof. S. Ganesh,IIT Kanpur,https://nptel.ac.in/courses/102104052
Biotechnology,NOC:Functional Genomics,Prof. S.Ganesh,IIT Kanpur,https://nptel.ac.in/courses/102104056
Biotechnology,NOC:Bioenergy,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104057
Biotechnology,NOC:Animal Physiology,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104058
Biotechnology,NOC:Cell Culture Technologies,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104059
Biotechnology,NOC:Forest Biometry,Prof. Ankur Awadhiya,IIT Kanpur,https://nptel.ac.in/courses/102104060
Biotechnology,NOC:Introduction To Professional Scientific Communication,Prof. S. Ganesh,IIT Kanpur,https://nptel.ac.in/courses/102104061
Biotechnology,NOC:Bioenergetics Of Life Processes,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104063
Biotechnology,NOC:WildLife Conservation,Prof. Ankur Awadhiya,IIT Kanpur,https://nptel.ac.in/courses/102104068
Biotechnology,NOC:Neurobiology,Prof. Nitin Gupta,IIT Kanpur,https://nptel.ac.in/courses/102104099
Biotechnology,NOC:Design For Biosecurity,Prof. Mainak Das,IIT Kanpur,https://nptel.ac.in/courses/102104459
Biotechnology,NOC:Industrial Biotechnology,Prof. Debabrata Das,IIT Kharagpur,https://nptel.ac.in/courses/102105058
Biotechnology,NOC:Aspects Of Biochemical Engineering,Prof. Debabrata Das,IIT Kharagpur,https://nptel.ac.in/courses/102105064
Biotechnology,NOC:Biomicrofluidics,"Prof. Suman Chakraborty, Prof. Tapas Kumar Maiti",IIT Kharagpur,https://nptel.ac.in/courses/102105068
Biotechnology,NOC:Immunology,"Prof. Agneyo Ganguly, Prof. Sudip Kumar Ghosh",IIT Kharagpur,https://nptel.ac.in/courses/102105083
Biotechnology,NOC:Environmental Biotechnology,Prof. Pinaki Sar,IIT Kharagpur,https://nptel.ac.in/courses/102105088
Biotechnology,NOC:Introduction To Biomedical Imaging Systems,Prof. Arun K. Thittai,IIT Madras,https://nptel.ac.in/courses/102105090
Biotechnology,NOC:Next Generation Sequencing Technologies : Data Analysis And Applications,Prof. Riddhiman Dhar,IIT Kharagpur,https://nptel.ac.in/courses/102105099
Biotechnology,NOC:Computational Neuroscience,Prof. Sharba Bandyopadhyay,IIT Kharagpur,https://nptel.ac.in/courses/102105100
Biotechnology,NOC:Electrophysiology Of Heart,Prof. Arijita Banerjee,IIT Kharagpur,https://nptel.ac.in/courses/102105101
Biotechnology,NOC:Principles Of Downstream Techniques In Bioprocess,Prof. Mukesh Doble,IIT Madras,https://nptel.ac.in/courses/102106022
Biotechnology,Introduction To Computational Neuroscience,Dr. V Srinivasa Chakravarthy,IIT Madras,https://nptel.ac.in/courses/102106023
Biotechnology,Molecular Cell Biology,Prof. Devarajan Karunagaran,IIT Madras,https://nptel.ac.in/courses/102106025
Biotechnology,Thermodynamics,Prof. G.K. Suraishkumar,IIT Madras,https://nptel.ac.in/courses/102106026
Biotechnology,Systems Biology,Dr. M. Vijayalakshmi,IIT Madras,https://nptel.ac.in/courses/102106035
Biotechnology,Tissue Engineering,Dr. S. Swaminathan,IIT Madras,https://nptel.ac.in/courses/102106036
Biotechnology,NOC:Principles Of Downstream Techniques In Bioprocess,Prof. Mukesh Doble,IIT Madras,https://nptel.ac.in/courses/102106048
Biotechnology,NOC:Bioreactors,Prof. G. K. Suraishkumar,IIT Madras,https://nptel.ac.in/courses/102106053
Biotechnology,NOC:Computer Aided Drug Design,Prof. Mukesh Doble,IIT Madras,https://nptel.ac.in/courses/102106070
Biotechnology,NOC:Plant Cell Bioprocessing,Prof. Smita Srivastava,IIT Madras,https://nptel.ac.in/courses/102106080
Biotechnology,NOC:Tissue Engineering,Prof. Vignesh Muthuvijayan,IIT Madras,https://nptel.ac.in/courses/102106081
Biotechnology,NOC:Transport Phenomena In Biological Systems,Prof. G. K. Suraishkumar,IIT Madras,https://nptel.ac.in/courses/102106083
Biotechnology,NOC:Introduction To Developmental Biology,Prof. Subramaniam K,IIT Madras,https://nptel.ac.in/courses/102106084
Biotechnology,NOC:Cellular Biophysics: A Framework For Quantitative Biology,Prof. Chaitanya A.Athale,IISER Pune,https://nptel.ac.in/courses/102106093
Biotechnology,NOC:Medical Image Analysis,Prof. Ganapathy Krishnamurthi,IIT Madras,https://nptel.ac.in/courses/102106094
Biotechnology,NOC:Organ Printing,Prof. Falguni Pati,IIT Hyderabad,https://nptel.ac.in/courses/102106095
Biotechnology,NOC:Introduction To Cell Biology,"Prof. Girish Ratnaparkhi, Prof. Nagaraj Balasubramanian",IISER Pune,https://nptel.ac.in/courses/102106096
